t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.109735,0.970000,0.109735,exp_open_timeout_9,1,0,0,0.000017,3,0.109735
0.123787,0.970000,0.122126,exp_open_timeout_9,0,0,0,0.000022,3,0.014052
0.248933,0.970000,0.099404,exp_open_timeout_9,2,0,0,0.000033,3,0.099404
0.345885,0.970000,0.193244,exp_open_timeout_9,1,0,0,0.000036,3,0.096952
0.345933,0.970000,0.152156,exp_open_timeout_9,0,0,0,0.000039,3,0.000048
0.393467,0.970000,0.012779,exp_open_timeout_9,0,0,0,0.000044,3,0.012779
0.444049,0.970000,0.005999,exp_open_timeout_9,0,0,0,0.000049,3,0.005999
0.657021,0.970000,0.111325,exp_open_timeout_9,0,0,0,0.000054,3,0.111325
0.963805,0.970000,0.024559,exp_open_timeout_9,0,0,0,0.000059,3,0.024559
1.106038,0.970000,0.083659,exp_open_timeout_9,2,0,0,0.000069,3,0.083659
1.150861,0.970000,0.051425,exp_open_timeout_9,1,0,0,0.000072,3,0.044823
1.168728,0.970000,0.068649,exp_open_timeout_9,0,0,0,0.000075,3,0.017867
1.346627,0.970000,0.110853,exp_open_timeout_9,1,0,0,0.000082,3,0.110853
1.583712,0.970000,0.341132,exp_open_timeout_9,1,0,0,0.000088,3,0.237086
1.633799,0.970000,0.071341,exp_open_timeout_9,0,0,0,0.000091,3,0.050087
1.836536,0.970000,0.053158,exp_open_timeout_9,0,0,0,0.000095,3,0.053158
1.948966,0.970000,0.006388,exp_open_timeout_9,0,0,0,0.000101,3,0.006388
2.180862,0.970000,0.034782,exp_open_timeout_9,0,0,0,0.000105,3,0.034782
2.346544,0.970000,0.106243,exp_open_timeout_9,2,0,0,0.000115,3,0.106243
2.599589,0.970000,0.278632,exp_open_timeout_9,5,0,0,0.000128,3,0.253045
2.752360,0.970000,0.424915,exp_open_timeout_9,5,0,0,0.000133,3,0.152771
2.802585,0.970000,0.411397,exp_open_timeout_9,4,0,0,0.000136,3,0.050226
2.848431,0.970000,0.456865,exp_open_timeout_9,3,0,0,0.000139,3,0.045846
3.048881,0.970000,0.638486,exp_open_timeout_9,6,0,0,0.000150,3,0.200450
3.091844,0.970000,0.587994,exp_open_timeout_9,5,0,0,0.000154,3,0.042964
3.115373,0.970000,0.424795,exp_open_timeout_9,5,0,0,0.000159,3,0.023528
3.389942,0.970000,0.511915,exp_open_timeout_9,7,0,0,0.000168,3,0.274569
3.678746,0.970000,0.778664,exp_open_timeout_9,8,0,0,0.000176,3,0.288805
3.811580,0.970000,0.887539,exp_open_timeout_9,8,0,0,0.000181,3,0.132834
3.942458,0.970000,1.005348,exp_open_timeout_9,8,0,0,0.000186,3,0.130878
4.016685,0.970000,0.905190,exp_open_timeout_9,8,0,0,0.000191,3,0.074227
4.031017,0.970000,0.737857,exp_open_timeout_9,7,0,0,0.000195,3,0.014332
4.134652,0.970000,0.815717,exp_open_timeout_9,7,0,0,0.000200,3,0.103634
4.375490,0.970000,1.012163,exp_open_timeout_9,6,0,0,0.000202,3,0.240838
4.389153,0.970000,0.965750,exp_open_timeout_9,5,0,0,0.000206,3,0.013663
4.408063,0.970000,0.973188,exp_open_timeout_9,4,0,0,0.000208,3,0.018910
4.417198,0.970000,0.703612,exp_open_timeout_9,3,0,0,0.000211,3,0.009135
4.795678,0.970000,0.862800,exp_open_timeout_9,7,0,0,0.000225,3,0.378480
4.811441,0.970000,0.836132,exp_open_timeout_9,6,0,0,0.000228,3,0.015763
5.048038,0.970000,0.915108,exp_open_timeout_9,10,0,0,0.000242,3,0.236597
