t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.164915,0.970000,0.164915,exp_open_timeout_9,3,0,0,0.000017,3,0.164915
0.425259,0.970000,0.372841,exp_open_timeout_9,5,0,0,0.000029,3,0.260345
0.491084,0.970000,0.404702,exp_open_timeout_9,5,0,0,0.000035,3,0.065825
0.606421,0.970000,0.470816,exp_open_timeout_9,5,0,0,0.000040,3,0.115336
0.636646,0.970000,0.303841,exp_open_timeout_9,4,0,0,0.000043,3,0.030225
1.050553,0.970000,0.705590,exp_open_timeout_9,8,0,0,0.000057,3,0.413908
1.078643,0.970000,0.718806,exp_open_timeout_9,8,0,0,0.000063,3,0.028089
1.216874,0.970000,0.763759,exp_open_timeout_9,10,0,0,0.000072,3,0.138231
1.425616,0.970000,0.927120,exp_open_timeout_9,10,0,0,0.000078,3,0.208742
1.437696,0.970000,0.757312,exp_open_timeout_9,9,0,0,0.000081,3,0.012081
1.523776,0.970000,0.835178,exp_open_timeout_9,8,0,0,0.000084,3,0.086080
1.569023,0.970000,0.758143,exp_open_timeout_9,7,0,0,0.000087,3,0.045246
1.695533,0.970000,0.813704,exp_open_timeout_9,7,0,0,0.000093,3,0.126511
1.791974,0.970000,0.787421,exp_open_timeout_9,6,0,0,0.000095,3,0.096441
1.861863,0.970000,0.784319,exp_open_timeout_9,5,0,0,0.000098,3,0.069888
1.900835,0.970000,0.811406,exp_open_timeout_9,4,0,0,0.000101,3,0.038972
1.998935,0.970000,0.903641,exp_open_timeout_9,6,0,0,0.000111,3,0.098100
2.073862,0.970000,0.966891,exp_open_timeout_9,6,0,0,0.000116,3,0.074928
2.242238,0.970000,0.913666,exp_open_timeout_9,8,0,0,0.000126,3,0.168376
2.367370,0.970000,0.672600,exp_open_timeout_9,7,0,0,0.000129,3,0.125132
2.444638,0.970000,0.543324,exp_open_timeout_9,7,0,0,0.000134,3,0.077268
2.491940,0.970000,0.533066,exp_open_timeout_9,6,0,0,0.000137,3,0.047301
2.553824,0.970000,0.593453,exp_open_timeout_9,6,0,0,0.000142,3,0.061885
2.659004,0.970000,0.607173,exp_open_timeout_9,5,0,0,0.000145,3,0.105180
2.834464,0.970000,0.661800,exp_open_timeout_9,9,0,0,0.000160,3,0.175459
2.899098,0.970000,0.715490,exp_open_timeout_9,8,0,0,0.000163,3,0.064635
2.949536,0.970000,0.732231,exp_open_timeout_9,7,0,0,0.000165,3,0.050437
2.989612,0.970000,0.581348,exp_open_timeout_9,6,0,0,0.000168,3,0.040077
3.019993,0.970000,0.472788,exp_open_timeout_9,5,0,0,0.000171,3,0.030381
3.090147,0.970000,0.429122,exp_open_timeout_9,4,0,0,0.000174,3,0.070154
3.141625,0.970000,0.403239,exp_open_timeout_9,3,0,0,0.000177,3,0.051478
3.179078,0.970000,0.423024,exp_open_timeout_9,3,0,0,0.000182,3,0.037454
3.218286,0.970000,0.459021,exp_open_timeout_9,2,0,0,0.000185,3,0.039208
3.225079,0.970000,0.462110,exp_open_timeout_9,1,0,0,0.000188,3,0.006793
3.282621,0.970000,0.135943,exp_open_timeout_9,1,0,0,0.000193,3,0.057542
3.298560,0.970000,0.039359,exp_open_timeout_9,2,0,0,0.000201,3,0.015939
3.374755,0.970000,0.085169,exp_open_timeout_9,1,0,0,0.000204,3,0.076195
3.404818,0.970000,0.113868,exp_open_timeout_9,0,0,0,0.000206,3,0.030063
3.690601,0.970000,0.118781,exp_open_timeout_9,0,0,0,0.000212,3,0.118781
3.836500,0.970000,0.046287,exp_open_timeout_9,1,0,0,0.000220,3,0.046287
3.862689,0.970000,0.054994,exp_open_timeout_9,0,0,0,0.000223,3,0.026189
3.951254,0.970000,0.079255,exp_open_timeout_9,0,0,0,0.000228,3,0.079255
4.047076,0.970000,0.020887,exp_open_timeout_9,0,0,0,0.000233,3,0.020887
4.339220,0.970000,0.005558,exp_open_timeout_9,0,0,0,0.000239,3,0.005558
