t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.088857,0.970000,0.088857,exp_open_timeout_9,0,0,0,0.000008,3,0.088857
0.212793,0.970000,0.090077,exp_open_timeout_9,1,0,0,0.000017,3,0.090077
0.396916,0.970000,0.247279,exp_open_timeout_9,2,0,0,0.000026,3,0.184123
0.413530,0.970000,0.089264,exp_open_timeout_9,1,0,0,0.000029,3,0.016614
0.430588,0.970000,0.072633,exp_open_timeout_9,0,0,0,0.000032,3,0.017058
0.665714,0.970000,0.160748,exp_open_timeout_9,1,0,0,0.000039,3,0.160748
0.766108,0.970000,0.236357,exp_open_timeout_9,1,0,0,0.000045,3,0.100393
0.901815,0.970000,0.152722,exp_open_timeout_9,1,0,0,0.000050,3,0.135707
1.228713,0.970000,0.365692,exp_open_timeout_9,3,0,0,0.000060,3,0.326898
1.424383,0.970000,0.444632,exp_open_timeout_9,3,0,0,0.000065,3,0.195670
1.438976,0.970000,0.431438,exp_open_timeout_9,2,0,0,0.000068,3,0.014593
1.589966,0.970000,0.380059,exp_open_timeout_9,4,0,0,0.000078,3,0.150990
1.674979,0.970000,0.261145,exp_open_timeout_9,4,0,0,0.000084,3,0.085013
1.680898,0.970000,0.240711,exp_open_timeout_9,3,0,0,0.000086,3,0.005919
1.762009,0.970000,0.207516,exp_open_timeout_9,4,0,0,0.000094,3,0.081111
1.905800,0.970000,0.325099,exp_open_timeout_9,5,0,0,0.000102,3,0.143791
1.976396,0.970000,0.352301,exp_open_timeout_9,5,0,0,0.000107,3,0.070596
2.158959,0.970000,0.445339,exp_open_timeout_9,5,0,0,0.000112,3,0.182563
2.355113,0.970000,0.603929,exp_open_timeout_9,4,0,0,0.000115,3,0.196154
2.660263,0.970000,0.876968,exp_open_timeout_9,6,0,0,0.000124,3,0.305150
2.767744,0.970000,0.975494,exp_open_timeout_9,5,0,0,0.000128,3,0.107482
2.816915,0.970000,0.876390,exp_open_timeout_9,6,0,0,0.000135,3,0.049171
2.893213,0.970000,0.829482,exp_open_timeout_9,5,0,0,0.000138,3,0.076298
3.036140,0.970000,0.631818,exp_open_timeout_9,5,0,0,0.000143,3,0.142927
3.107856,0.970000,0.666133,exp_open_timeout_9,4,0,0,0.000146,3,0.071715
3.276230,0.970000,0.810241,exp_open_timeout_9,4,0,0,0.000151,3,0.168374
3.399008,0.970000,0.616082,exp_open_timeout_9,4,0,0,0.000157,3,0.122778
3.618466,0.970000,0.829142,exp_open_timeout_9,4,0,0,0.000162,3,0.219458
3.676165,0.970000,0.649968,exp_open_timeout_9,3,0,0,0.000165,3,0.057699
3.685024,0.970000,0.486723,exp_open_timeout_9,2,0,0,0.000167,3,0.008859
3.719716,0.970000,0.439735,exp_open_timeout_9,2,0,0,0.000173,3,0.034692
3.994919,0.970000,0.507125,exp_open_timeout_9,4,0,0,0.000182,3,0.275203
4.022815,0.970000,0.335035,exp_open_timeout_9,3,0,0,0.000185,3,0.027896
4.064003,0.970000,0.329058,exp_open_timeout_9,3,0,0,0.000190,3,0.041188
4.112407,0.970000,0.346432,exp_open_timeout_9,3,0,0,0.000196,3,0.048404
4.488586,0.970000,0.693517,exp_open_timeout_9,6,0,0,0.000208,3,0.376179
4.512666,0.970000,0.466667,exp_open_timeout_9,5,0,0,0.000211,3,0.024080
4.512719,0.970000,0.403248,exp_open_timeout_9,4,0,0,0.000214,3,0.000053
4.693341,0.970000,0.549757,exp_open_timeout_9,3,0,0,0.000217,3,0.180622
