t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.694217,0.970000,0.694217,exp_open_timeout_9,4,0,0,0.000018,3,0.694217
0.895765,0.970000,0.813601,exp_open_timeout_9,4,0,0,0.000025,3,0.201548
1.001089,0.970000,0.782773,exp_open_timeout_9,3,0,0,0.000028,3,0.105323
1.045810,0.970000,0.817266,exp_open_timeout_9,2,0,0,0.000031,3,0.044722
1.129812,0.970000,0.704654,exp_open_timeout_9,2,0,0,0.000037,3,0.084002
1.327898,0.970000,0.592639,exp_open_timeout_9,5,0,0,0.000048,3,0.198086
1.332261,0.970000,0.226929,exp_open_timeout_9,4,0,0,0.000051,3,0.004363
1.420698,0.970000,0.288242,exp_open_timeout_9,3,0,0,0.000054,3,0.088437
1.526976,0.970000,0.317622,exp_open_timeout_9,3,0,0,0.000059,3,0.106278
1.786168,0.970000,0.493062,exp_open_timeout_9,3,0,0,0.000065,3,0.259191
1.834082,0.970000,0.510391,exp_open_timeout_9,2,0,0,0.000067,3,0.047914
1.981491,0.970000,0.525816,exp_open_timeout_9,2,0,0,0.000072,3,0.147409
2.039663,0.970000,0.327648,exp_open_timeout_9,1,0,0,0.000075,3,0.058172
2.049664,0.970000,0.149876,exp_open_timeout_9,0,0,0,0.000078,3,0.010001
2.399792,0.970000,0.126500,exp_open_timeout_9,0,0,0,0.000084,3,0.126500
2.493454,0.970000,0.021088,exp_open_timeout_9,1,0,0,0.000092,3,0.021088
2.629499,0.970000,0.151318,exp_open_timeout_9,0,0,0,0.000095,3,0.136045
2.679729,0.970000,0.041156,exp_open_timeout_9,0,0,0,0.000100,3,0.041156
2.913225,0.970000,0.037710,exp_open_timeout_9,1,0,0,0.000107,3,0.037710
2.930468,0.970000,0.028015,exp_open_timeout_9,1,0,0,0.000113,3,0.017243
3.033787,0.970000,0.108344,exp_open_timeout_9,3,0,0,0.000123,3,0.103319
3.117781,0.970000,0.181009,exp_open_timeout_9,5,0,0,0.000132,3,0.083994
3.213570,0.970000,0.244547,exp_open_timeout_9,5,0,0,0.000138,3,0.095789
3.275763,0.970000,0.273534,exp_open_timeout_9,6,0,0,0.000145,3,0.062193
3.318629,0.970000,0.282054,exp_open_timeout_9,5,0,0,0.000148,3,0.042867
3.377633,0.970000,0.311341,exp_open_timeout_9,4,0,0,0.000151,3,0.059004
3.382136,0.970000,0.270086,exp_open_timeout_9,3,0,0,0.000154,3,0.004502
3.419826,0.970000,0.301201,exp_open_timeout_9,2,0,0,0.000156,3,0.037690
3.523771,0.970000,0.279528,exp_open_timeout_9,2,0,0,0.000162,3,0.103945
3.586385,0.970000,0.336960,exp_open_timeout_9,2,0,0,0.000167,3,0.062613
3.607697,0.970000,0.123427,exp_open_timeout_9,2,0,0,0.000172,3,0.021312
3.884545,0.970000,0.345640,exp_open_timeout_9,2,0,0,0.000177,3,0.276848
4.040379,0.970000,0.450729,exp_open_timeout_9,2,0,0,0.000183,3,0.155834
4.172848,0.970000,0.416115,exp_open_timeout_9,3,0,0,0.000190,3,0.132469
4.311304,0.970000,0.313842,exp_open_timeout_9,2,0,0,0.000193,3,0.138456
4.348768,0.970000,0.219684,exp_open_timeout_9,1,0,0,0.000196,3,0.037464
4.352761,0.970000,0.218365,exp_open_timeout_9,0,0,0,0.000198,3,0.003993
4.644905,0.970000,0.184960,exp_open_timeout_9,1,0,0,0.000206,3,0.184960
4.951150,0.970000,0.452324,exp_open_timeout_9,2,0,0,0.000214,3,0.306245
4.960630,0.970000,0.234235,exp_open_timeout_9,1,0,0,0.000216,3,0.009480
5.113952,0.970000,0.365324,exp_open_timeout_9,1,0,0,0.000221,3,0.153322
5.162858,0.970000,0.148266,exp_open_timeout_9,0,0,0,0.000224,3,0.048906
5.437821,0.970000,0.129726,exp_open_timeout_9,1,0,0,0.000232,3,0.129726
5.502856,0.970000,0.147995,exp_open_timeout_9,1,0,0,0.000237,3,0.065035
5.512435,0.970000,0.013139,exp_open_timeout_9,0,0,0,0.000240,3,0.009579
6.030011,0.970000,0.383893,exp_open_timeout_9,2,0,0,0.000249,3,0.383893
6.052327,0.970000,0.183619,exp_open_timeout_9,2,0,0,0.000255,3,0.022316
6.065035,0.970000,0.125106,exp_open_timeout_9,1,0,0,0.000257,3,0.012708
6.090013,0.970000,0.051873,exp_open_timeout_9,0,0,0,0.000260,3,0.024978
6.207948,0.970000,0.043627,exp_open_timeout_9,0,0,0,0.000265,3,0.043627
6.267211,0.970000,0.017044,exp_open_timeout_9,1,0,0,0.000273,3,0.017044
6.269242,0.970000,0.018918,exp_open_timeout_9,0,0,0,0.000276,3,0.002032
6.311839,0.970000,0.002051,exp_open_timeout_9,0,0,0,0.000282,3,0.002051
6.699216,0.970000,0.122412,exp_open_timeout_9,0,0,0,0.000287,3,0.122412
6.832653,0.970000,0.062273,exp_open_timeout_9,0,0,0,0.000292,3,0.062273
6.977593,0.970000,0.065531,exp_open_timeout_9,0,0,0,0.000297,3,0.065531
7.248628,0.970000,0.188868,exp_open_timeout_9,1,0,0,0.000305,3,0.188868
7.277379,0.970000,0.158736,exp_open_timeout_9,0,0,0,0.000308,3,0.028751
8.002581,0.970000,0.515415,exp_open_timeout_9,6,0,0,0.000326,3,0.515415
8.030970,0.970000,0.382299,exp_open_timeout_9,5,0,0,0.000329,3,0.028388
8.089474,0.970000,0.433870,exp_open_timeout_9,4,0,0,0.000332,3,0.058505
8.153651,0.970000,0.431320,exp_open_timeout_9,3,0,0,0.000335,3,0.064177
8.153793,0.970000,0.372351,exp_open_timeout_9,2,0,0,0.000338,3,0.000141
8.165742,0.970000,0.308973,exp_open_timeout_9,1,0,0,0.000340,3,0.011950
8.197859,0.970000,0.339801,exp_open_timeout_9,0,0,0,0.000343,3,0.032116
8.307815,0.970000,0.007042,exp_open_timeout_9,1,0,0,0.000350,3,0.007042
8.323344,0.970000,0.018203,exp_open_timeout_9,0,0,0,0.000353,3,0.015528
8.440107,0.970000,0.003037,exp_open_timeout_9,0,0,0,0.000359,3,0.003037
8.556440,0.970000,0.021419,exp_open_timeout_9,0,0,0,0.000364,3,0.021419
8.739363,0.970000,0.084341,exp_open_timeout_9,4,0,0,0.000378,3,0.084341
8.917488,0.970000,0.247234,exp_open_timeout_9,4,0,0,0.000383,3,0.178125
8.955694,0.970000,0.274508,exp_open_timeout_9,3,0,0,0.000386,3,0.038206
8.960014,0.970000,0.269751,exp_open_timeout_9,2,0,0,0.000389,3,0.004320
8.960165,0.970000,0.269091,exp_open_timeout_9,1,0,0,0.000392,3,0.000152
8.997129,0.970000,0.248548,exp_open_timeout_9,0,0,0,0.000394,3,0.036963
9.101216,0.970000,0.052371,exp_open_timeout_9,1,0,0,0.000402,3,0.052371
9.110600,0.970000,0.013921,exp_open_timeout_9,0,0,0,0.000405,3,0.009384
9.435218,0.970000,0.009471,exp_open_timeout_9,0,0,0,0.000410,3,0.009471
9.675743,0.970000,0.059120,exp_open_timeout_9,0,0,0,0.000415,3,0.059120
9.800420,0.970000,0.075896,exp_open_timeout_9,1,0,0,0.000423,3,0.075896
9.946029,0.970000,0.151718,exp_open_timeout_9,6,0,0,0.000439,3,0.145609
9.978643,0.970000,0.173112,exp_open_timeout_9,5,0,0,0.000443,3,0.032615
10.001725,0.970000,0.195150,exp_open_timeout_9,4,0,0,0.000445,3,0.023081
10.044414,0.970000,0.224726,exp_open_timeout_9,3,0,0,0.000448,3,0.042689
10.654527,0.970000,0.826448,exp_open_timeout_9,9,0,0,0.000471,3,0.610114
10.679176,0.970000,0.845397,exp_open_timeout_9,8,0,0,0.000474,3,0.024648
11.042121,0.970000,1.099939,exp_open_timeout_9,12,0,0,0.000488,3,0.362946
11.072952,0.970000,0.899600,exp_open_timeout_9,12,0,0,0.000493,3,0.030830
11.073898,0.970000,0.851273,exp_open_timeout_9,11,0,0,0.000496,3,0.000947
11.101846,0.970000,0.863999,exp_open_timeout_9,10,0,0,0.000499,3,0.027948
11.144940,0.970000,0.801993,exp_open_timeout_9,9,0,0,0.000502,3,0.043094
11.227235,0.970000,0.823346,exp_open_timeout_9,9,0,0,0.000506,3,0.082294
11.393205,0.970000,0.882872,exp_open_timeout_9,11,0,0,0.000516,3,0.165970
11.453431,0.970000,0.881204,exp_open_timeout_9,10,0,0,0.000519,3,0.060226
11.712513,0.970000,1.032894,exp_open_timeout_9,11,0,0,0.000527,3,0.259082
11.918396,0.970000,1.202838,exp_open_timeout_9,10,0,0,0.000530,3,0.205883
11.961079,0.970000,1.121457,exp_open_timeout_9,9,0,0,0.000532,3,0.042684
12.022878,0.970000,1.137478,exp_open_timeout_9,9,0,0,0.000538,3,0.061798
12.042490,0.970000,1.100830,exp_open_timeout_9,8,0,0,0.000540,3,0.019613
12.149095,0.970000,1.106773,exp_open_timeout_9,7,0,0,0.000543,3,0.106605
12.152099,0.970000,0.941856,exp_open_timeout_9,6,0,0,0.000546,3,0.003004
12.329873,0.970000,1.001457,exp_open_timeout_9,6,0,0,0.000551,3,0.177774
12.410970,0.970000,1.033083,exp_open_timeout_9,6,0,0,0.000556,3,0.081096
12.506056,0.970000,1.113892,exp_open_timeout_9,8,0,0,0.000566,3,0.095087
12.653709,0.970000,1.182574,exp_open_timeout_9,8,0,0,0.000571,3,0.147653
12.700287,0.970000,1.087030,exp_open_timeout_9,7,0,0,0.000574,3,0.046577
13.065728,0.970000,1.082666,exp_open_timeout_9,11,0,0,0.000588,3,0.365441
13.086804,0.970000,0.829957,exp_open_timeout_9,10,0,0,0.000591,3,0.021076
13.268775,0.970000,0.899597,exp_open_timeout_9,13,0,0,0.000603,3,0.181972
13.360336,0.970000,0.936757,exp_open_timeout_9,13,0,0,0.000608,3,0.091560
13.501815,0.970000,1.034897,exp_open_timeout_9,12,0,0,0.000611,3,0.141479
13.551088,0.970000,1.080384,exp_open_timeout_9,11,0,0,0.000614,3,0.049273
13.611011,0.970000,1.024297,exp_open_timeout_9,11,0,0,0.000619,3,0.059923
13.729644,0.970000,0.979424,exp_open_timeout_9,12,0,0,0.000643,3,0.118633
13.880169,0.970000,0.997943,exp_open_timeout_9,14,0,0,0.000653,3,0.150524
13.896892,0.970000,1.005193,exp_open_timeout_9,13,0,0,0.000655,3,0.016723
13.909284,0.970000,0.968002,exp_open_timeout_9,12,0,0,0.000658,3,0.012391
13.952120,0.970000,0.937659,exp_open_timeout_9,11,0,0,0.000661,3,0.042837
14.095569,0.970000,0.990807,exp_open_timeout_9,10,0,0,0.000664,3,0.143448
14.113969,0.970000,0.964769,exp_open_timeout_9,9,0,0,0.000667,3,0.018401
14.184464,0.970000,1.014169,exp_open_timeout_9,9,0,0,0.000672,3,0.070494
14.259238,0.970000,1.030535,exp_open_timeout_9,8,0,0,0.000675,3,0.074774
14.426173,0.970000,1.096893,exp_open_timeout_9,9,0,0,0.000682,3,0.166935
14.443818,0.970000,0.832971,exp_open_timeout_9,8,0,0,0.000685,3,0.017645
14.516888,0.970000,0.900294,exp_open_timeout_9,9,0,0,0.000692,3,0.073070
14.547248,0.970000,0.879226,exp_open_timeout_9,9,0,0,0.000697,3,0.030360
14.784910,0.970000,1.032188,exp_open_timeout_9,10,0,0,0.000705,3,0.237662
15.188469,0.970000,1.400556,exp_open_timeout_9,9,0,0,0.000708,3,0.403559
15.202511,0.970000,1.359957,exp_open_timeout_9,8,0,0,0.000710,3,0.014042
15.274618,0.970000,1.095782,exp_open_timeout_9,8,0,0,0.000715,3,0.072108
15.411963,0.970000,1.041382,exp_open_timeout_9,7,0,0,0.000719,3,0.137345
15.683442,0.970000,1.269842,exp_open_timeout_9,9,0,0,0.000728,3,0.271479
15.744175,0.970000,1.300318,exp_open_timeout_9,10,0,0,0.000736,3,0.060732
15.798446,0.970000,1.294538,exp_open_timeout_9,10,0,0,0.000741,3,0.054272
