t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.059902,0.970000,0.059902,exp_open_timeout_9,3,0,0,0.000017,3,0.059902
0.141363,0.970000,0.113778,exp_open_timeout_9,3,0,0,0.000025,3,0.081461
0.477106,0.970000,0.446297,exp_open_timeout_9,3,0,0,0.000030,3,0.335743
1.131283,0.970000,1.071963,exp_open_timeout_9,8,0,0,0.000047,3,0.654177
1.131341,0.970000,1.048813,exp_open_timeout_9,7,0,0,0.000050,3,0.000059
1.317379,0.970000,0.939402,exp_open_timeout_9,7,0,0,0.000055,3,0.186038
1.372770,0.970000,0.807062,exp_open_timeout_9,6,0,0,0.000058,3,0.055391
1.456781,0.970000,0.871868,exp_open_timeout_9,6,0,0,0.000063,3,0.084011
1.516148,0.970000,0.911209,exp_open_timeout_9,6,0,0,0.000068,3,0.059367
1.564653,0.970000,0.938055,exp_open_timeout_9,5,0,0,0.000071,3,0.048505
1.612201,0.970000,0.833930,exp_open_timeout_9,4,0,0,0.000073,3,0.047548
1.618411,0.970000,0.636817,exp_open_timeout_9,3,0,0,0.000076,3,0.006210
1.695363,0.970000,0.447932,exp_open_timeout_9,2,0,0,0.000079,3,0.076952
1.707259,0.970000,0.267088,exp_open_timeout_9,1,0,0,0.000082,3,0.011896
1.769602,0.970000,0.284395,exp_open_timeout_9,0,0,0,0.000084,3,0.062343
1.776234,0.970000,0.004422,exp_open_timeout_9,0,0,0,0.000089,3,0.004422
2.101717,0.970000,0.011309,exp_open_timeout_9,0,0,0,0.000095,3,0.011309
2.221093,0.970000,0.049132,exp_open_timeout_9,1,0,0,0.000102,3,0.049132
2.245649,0.970000,0.066485,exp_open_timeout_9,0,0,0,0.000105,3,0.024557
2.441417,0.970000,0.009427,exp_open_timeout_9,2,0,0,0.000114,3,0.009427
2.463488,0.970000,0.026856,exp_open_timeout_9,1,0,0,0.000117,3,0.022071
2.542361,0.970000,0.102572,exp_open_timeout_9,0,0,0,0.000120,3,0.078873
2.601400,0.970000,0.024638,exp_open_timeout_9,1,0,0,0.000127,3,0.024638
2.726669,0.970000,0.139895,exp_open_timeout_9,0,0,0,0.000130,3,0.125269
2.823942,0.970000,0.002144,exp_open_timeout_9,0,0,0,0.000135,3,0.002144
2.931643,0.970000,0.014132,exp_open_timeout_9,0,0,0,0.000140,3,0.014132
3.044657,0.970000,0.025607,exp_open_timeout_9,0,0,0,0.000145,3,0.025607
3.194637,0.970000,0.115202,exp_open_timeout_9,1,0,0,0.000152,3,0.115202
3.206796,0.970000,0.106745,exp_open_timeout_9,1,0,0,0.000158,3,0.012159
3.292204,0.970000,0.087475,exp_open_timeout_9,1,0,0,0.000163,3,0.085408
3.747143,0.970000,0.486469,exp_open_timeout_9,3,0,0,0.000172,3,0.454939
3.798384,0.970000,0.470584,exp_open_timeout_9,2,0,0,0.000175,3,0.051240
3.946122,0.970000,0.579425,exp_open_timeout_9,2,0,0,0.000180,3,0.147739
3.953191,0.970000,0.514722,exp_open_timeout_9,1,0,0,0.000183,3,0.007069
4.080777,0.970000,0.275151,exp_open_timeout_9,2,0,0,0.000190,3,0.127586
4.097691,0.970000,0.077940,exp_open_timeout_9,1,0,0,0.000193,3,0.016914
4.103314,0.970000,0.030045,exp_open_timeout_9,0,0,0,0.000196,3,0.005623
4.155689,0.970000,0.019390,exp_open_timeout_9,0,0,0,0.000201,3,0.019390
4.325323,0.970000,0.155723,exp_open_timeout_9,1,0,0,0.000208,3,0.155723
4.400282,0.970000,0.101430,exp_open_timeout_9,0,0,0,0.000211,3,0.074959
4.781858,0.970000,0.346807,exp_open_timeout_9,4,0,0,0.000225,3,0.346807
4.932163,0.970000,0.339452,exp_open_timeout_9,6,0,0,0.000234,3,0.150306
5.134730,0.970000,0.517736,exp_open_timeout_9,5,0,0,0.000237,3,0.202566
5.534485,0.970000,0.874741,exp_open_timeout_9,8,0,0,0.000249,3,0.399755
5.582015,0.970000,0.908780,exp_open_timeout_9,7,0,0,0.000252,3,0.047530
5.648532,0.970000,0.816594,exp_open_timeout_9,6,0,0,0.000255,3,0.066517
5.688203,0.970000,0.776832,exp_open_timeout_9,6,0,0,0.000259,3,0.039671
5.873459,0.970000,0.957868,exp_open_timeout_9,9,0,0,0.000271,3,0.185257
5.969791,0.970000,0.770703,exp_open_timeout_9,8,0,0,0.000274,3,0.096332
6.054317,0.970000,0.752370,exp_open_timeout_9,8,0,0,0.000279,3,0.084526
6.060841,0.970000,0.696057,exp_open_timeout_9,7,0,0,0.000282,3,0.006524
6.102611,0.970000,0.721046,exp_open_timeout_9,6,0,0,0.000284,3,0.041770
6.169873,0.970000,0.497398,exp_open_timeout_9,7,0,0,0.000292,3,0.067261
6.188805,0.970000,0.500007,exp_open_timeout_9,6,0,0,0.000295,3,0.018932
6.233272,0.970000,0.528007,exp_open_timeout_9,6,0,0,0.000300,3,0.044467
6.340217,0.970000,0.619399,exp_open_timeout_9,6,0,0,0.000305,3,0.106945
6.752118,0.970000,1.007139,exp_open_timeout_9,6,0,0,0.000310,3,0.411901
6.939363,0.970000,0.907666,exp_open_timeout_9,6,0,0,0.000315,3,0.187245
6.972177,0.970000,0.846022,exp_open_timeout_9,6,0,0,0.000320,3,0.032814
7.092847,0.970000,0.926205,exp_open_timeout_9,8,0,0,0.000330,3,0.120670
7.292474,0.970000,1.060568,exp_open_timeout_9,8,0,0,0.000335,3,0.199627
