t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.049788,0.970000,0.049788,exp_open_timeout_9,0,0,0,0.000023,3,0.049788
0.335543,0.970000,0.135380,exp_open_timeout_9,2,0,0,0.000036,3,0.135380
0.448036,0.970000,0.229415,exp_open_timeout_9,3,0,0,0.000043,3,0.112493
0.503984,0.970000,0.273685,exp_open_timeout_9,2,0,0,0.000046,3,0.055948
0.654305,0.970000,0.302655,exp_open_timeout_9,1,0,0,0.000049,3,0.150321
0.810426,0.970000,0.380977,exp_open_timeout_9,1,0,0,0.000054,3,0.156121
0.918421,0.970000,0.127898,exp_open_timeout_9,1,0,0,0.000060,3,0.107995
0.926068,0.970000,0.104043,exp_open_timeout_9,0,0,0,0.000062,3,0.007647
0.960613,0.970000,0.007264,exp_open_timeout_9,0,0,0,0.000068,3,0.007264
1.363360,0.970000,0.211881,exp_open_timeout_9,1,0,0,0.000076,3,0.211881
1.387504,0.970000,0.084318,exp_open_timeout_9,0,0,0,0.000079,3,0.024144
1.475793,0.970000,0.042646,exp_open_timeout_9,0,0,0,0.000084,3,0.042646
1.585763,0.970000,0.057098,exp_open_timeout_9,0,0,0,0.000089,3,0.057098
1.729010,0.970000,0.090565,exp_open_timeout_9,2,0,0,0.000099,3,0.090565
1.752680,0.970000,0.068669,exp_open_timeout_9,1,0,0,0.000102,3,0.023669
1.768102,0.970000,0.080910,exp_open_timeout_9,0,0,0,0.000105,3,0.015422
1.985949,0.970000,0.035421,exp_open_timeout_9,0,0,0,0.000110,3,0.035421
2.097981,0.970000,0.038328,exp_open_timeout_9,2,0,0,0.000120,3,0.038328
2.270552,0.970000,0.195634,exp_open_timeout_9,1,0,0,0.000123,3,0.172571
2.427052,0.970000,0.330332,exp_open_timeout_9,2,0,0,0.000130,3,0.156500
2.501425,0.970000,0.109510,exp_open_timeout_9,1,0,0,0.000133,3,0.074374
2.593572,0.970000,0.168199,exp_open_timeout_9,0,0,0,0.000136,3,0.092147
2.729166,0.970000,0.132210,exp_open_timeout_9,0,0,0,0.000141,3,0.132210
3.025917,0.970000,0.219297,exp_open_timeout_9,3,0,0,0.000153,3,0.219297
3.032896,0.970000,0.220823,exp_open_timeout_9,2,0,0,0.000156,3,0.006978
3.120407,0.970000,0.219496,exp_open_timeout_9,2,0,0,0.000161,3,0.087512
3.154358,0.970000,0.168081,exp_open_timeout_9,1,0,0,0.000164,3,0.033951
3.191345,0.970000,0.148816,exp_open_timeout_9,0,0,0,0.000167,3,0.036987
3.243565,0.970000,0.004686,exp_open_timeout_9,0,0,0,0.000172,3,0.004686
3.270956,0.970000,0.015135,exp_open_timeout_9,1,0,0,0.000179,3,0.015135
3.327470,0.970000,0.071513,exp_open_timeout_9,0,0,0,0.000182,3,0.056514
3.430269,0.970000,0.092439,exp_open_timeout_9,1,0,0,0.000190,3,0.092439
3.513350,0.970000,0.174365,exp_open_timeout_9,0,0,0,0.000193,3,0.083081
3.749489,0.970000,0.069178,exp_open_timeout_9,1,0,0,0.000200,3,0.069178
3.787775,0.970000,0.052541,exp_open_timeout_9,0,0,0,0.000203,3,0.038286
3.867926,0.970000,0.033841,exp_open_timeout_9,0,0,0,0.000208,3,0.033841
4.040004,0.970000,0.121659,exp_open_timeout_9,0,0,0,0.000213,3,0.121659
4.059736,0.970000,0.005146,exp_open_timeout_9,0,0,0,0.000218,3,0.005146
4.526496,0.970000,0.156787,exp_open_timeout_9,3,0,0,0.000230,3,0.156787
4.586122,0.970000,0.189180,exp_open_timeout_9,2,0,0,0.000233,3,0.059625
4.651350,0.970000,0.253810,exp_open_timeout_9,3,0,0,0.000241,3,0.065229
4.704318,0.970000,0.273066,exp_open_timeout_9,3,0,0,0.000246,3,0.052967
4.733371,0.970000,0.141078,exp_open_timeout_9,2,0,0,0.000249,3,0.029054
4.881926,0.970000,0.276548,exp_open_timeout_9,4,0,0,0.000258,3,0.148555
4.928221,0.970000,0.251143,exp_open_timeout_9,3,0,0,0.000261,3,0.046295
5.134292,0.970000,0.377971,exp_open_timeout_9,5,0,0,0.000271,3,0.206071
5.186510,0.970000,0.355650,exp_open_timeout_9,4,0,0,0.000274,3,0.052218
5.286653,0.970000,0.433551,exp_open_timeout_9,4,0,0,0.000279,3,0.100143
5.332683,0.970000,0.396602,exp_open_timeout_9,3,0,0,0.000282,3,0.046029
5.427770,0.970000,0.330079,exp_open_timeout_9,3,0,0,0.000287,3,0.095087
5.466680,0.970000,0.354544,exp_open_timeout_9,2,0,0,0.000290,3,0.038910
5.528325,0.970000,0.255651,exp_open_timeout_9,2,0,0,0.000295,3,0.061645
5.545359,0.970000,0.121147,exp_open_timeout_9,1,0,0,0.000298,3,0.017034
5.636697,0.970000,0.133700,exp_open_timeout_9,1,0,0,0.000303,3,0.091339
5.657219,0.970000,0.098113,exp_open_timeout_9,0,0,0,0.000306,3,0.020522
6.088101,0.970000,0.331290,exp_open_timeout_9,2,0,0,0.000316,3,0.331290
6.100968,0.970000,0.264246,exp_open_timeout_9,1,0,0,0.000319,3,0.012867
6.158779,0.970000,0.072555,exp_open_timeout_9,1,0,0,0.000324,3,0.057810
6.204727,0.970000,0.051779,exp_open_timeout_9,1,0,0,0.000329,3,0.045948
6.241698,0.970000,0.081441,exp_open_timeout_9,0,0,0,0.000332,3,0.036971
6.457364,0.970000,0.127640,exp_open_timeout_9,2,0,0,0.000341,3,0.127640
6.611744,0.970000,0.202365,exp_open_timeout_9,2,0,0,0.000346,3,0.154380
6.611914,0.970000,0.163740,exp_open_timeout_9,1,0,0,0.000350,3,0.000170
6.650451,0.970000,0.184826,exp_open_timeout_9,1,0,0,0.000355,3,0.038537
6.750633,0.970000,0.127602,exp_open_timeout_9,1,0,0,0.000360,3,0.100183
6.762616,0.970000,0.076908,exp_open_timeout_9,0,0,0,0.000363,3,0.011982
7.175419,0.970000,0.049887,exp_open_timeout_9,1,0,0,0.000370,3,0.049887
7.199842,0.970000,0.072815,exp_open_timeout_9,0,0,0,0.000373,3,0.024423
7.306165,0.970000,0.014131,exp_open_timeout_9,0,0,0,0.000378,3,0.014131
7.554223,0.970000,0.036437,exp_open_timeout_9,1,0,0,0.000386,3,0.036437
7.645178,0.970000,0.098256,exp_open_timeout_9,1,0,0,0.000391,3,0.090955
7.726003,0.970000,0.102661,exp_open_timeout_9,2,0,0,0.000398,3,0.080825
7.944080,0.970000,0.252388,exp_open_timeout_9,2,0,0,0.000404,3,0.218076
8.005701,0.970000,0.281900,exp_open_timeout_9,1,0,0,0.000406,3,0.061621
8.069298,0.970000,0.198363,exp_open_timeout_9,1,0,0,0.000412,3,0.063597
8.101274,0.970000,0.091545,exp_open_timeout_9,0,0,0,0.000414,3,0.031977
8.231823,0.970000,0.086342,exp_open_timeout_9,1,0,0,0.000422,3,0.086342
8.369157,0.970000,0.181366,exp_open_timeout_9,5,0,0,0.000436,3,0.137334
8.468562,0.970000,0.228422,exp_open_timeout_9,7,0,0,0.000446,3,0.099405
8.609536,0.970000,0.335752,exp_open_timeout_9,7,0,0,0.000452,3,0.140974
8.641856,0.970000,0.323547,exp_open_timeout_9,6,0,0,0.000454,3,0.032319
8.728416,0.970000,0.383969,exp_open_timeout_9,5,0,0,0.000457,3,0.086560
8.749400,0.970000,0.389797,exp_open_timeout_9,4,0,0,0.000460,3,0.020984
8.821379,0.970000,0.431970,exp_open_timeout_9,5,0,0,0.000467,3,0.071979
8.865222,0.970000,0.426158,exp_open_timeout_9,4,0,0,0.000470,3,0.043843
8.928649,0.970000,0.461139,exp_open_timeout_9,8,0,0,0.000484,3,0.063427
8.934708,0.970000,0.441430,exp_open_timeout_9,7,0,0,0.000487,3,0.006059
9.153867,0.970000,0.394674,exp_open_timeout_9,7,0,0,0.000492,3,0.219159
9.213899,0.970000,0.409054,exp_open_timeout_9,6,0,0,0.000495,3,0.060032
9.382161,0.970000,0.515007,exp_open_timeout_9,5,0,0,0.000498,3,0.168262
