t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.522537,0.970000,0.522537,exp_open_timeout_9,2,0,0,0.000013,3,0.522537
0.607679,0.970000,0.263193,exp_open_timeout_9,2,0,0,0.000020,3,0.085142
0.667282,0.970000,0.213699,exp_open_timeout_9,1,0,0,0.000023,3,0.059603
0.672395,0.970000,0.106903,exp_open_timeout_9,0,0,0,0.000026,3,0.005114
0.867011,0.970000,0.184528,exp_open_timeout_9,1,0,0,0.000034,3,0.184528
0.867904,0.970000,0.011658,exp_open_timeout_9,0,0,0,0.000037,3,0.000893
0.966175,0.970000,0.088012,exp_open_timeout_9,1,0,0,0.000044,3,0.088012
1.105566,0.970000,0.185465,exp_open_timeout_9,1,0,0,0.000049,3,0.139391
1.194010,0.970000,0.088816,exp_open_timeout_9,1,0,0,0.000055,3,0.088444
1.201700,0.970000,0.057238,exp_open_timeout_9,1,0,0,0.000060,3,0.007690
1.259020,0.970000,0.057451,exp_open_timeout_9,0,0,0,0.000063,3,0.057320
1.516929,0.970000,0.139220,exp_open_timeout_9,1,0,0,0.000070,3,0.139220
1.523683,0.970000,0.086529,exp_open_timeout_9,0,0,0,0.000073,3,0.006754
1.909427,0.970000,0.106187,exp_open_timeout_9,3,0,0,0.000085,3,0.106187
2.159036,0.970000,0.335962,exp_open_timeout_9,3,0,0,0.000090,3,0.249609
2.264701,0.970000,0.399290,exp_open_timeout_9,2,0,0,0.000093,3,0.105665
2.341630,0.970000,0.454729,exp_open_timeout_9,1,0,0,0.000096,3,0.076929
2.416578,0.970000,0.500991,exp_open_timeout_9,0,0,0,0.000099,3,0.074948
2.469892,0.970000,0.048609,exp_open_timeout_9,1,0,0,0.000107,3,0.048609
2.474096,0.970000,0.046374,exp_open_timeout_9,0,0,0,0.000110,3,0.004203
2.977578,0.970000,0.208149,exp_open_timeout_9,1,0,0,0.000117,3,0.208149
3.330771,0.970000,0.361637,exp_open_timeout_9,3,0,0,0.000127,3,0.353193
3.378923,0.970000,0.277177,exp_open_timeout_9,2,0,0,0.000130,3,0.048152
3.386319,0.970000,0.272429,exp_open_timeout_9,1,0,0,0.000133,3,0.007396
3.706188,0.970000,0.444388,exp_open_timeout_9,4,0,0,0.000145,3,0.319869
3.740180,0.970000,0.242924,exp_open_timeout_9,3,0,0,0.000148,3,0.033992
3.899498,0.970000,0.397057,exp_open_timeout_9,5,0,0,0.000157,3,0.159317
4.065148,0.970000,0.442204,exp_open_timeout_9,6,0,0,0.000165,3,0.165651
4.085839,0.970000,0.456027,exp_open_timeout_9,7,0,0,0.000172,3,0.020691
4.148709,0.970000,0.394035,exp_open_timeout_9,6,0,0,0.000175,3,0.062869
4.270529,0.970000,0.491958,exp_open_timeout_9,6,0,0,0.000180,3,0.121820
4.316860,0.970000,0.479389,exp_open_timeout_9,5,0,0,0.000183,3,0.046331
4.392965,0.970000,0.491713,exp_open_timeout_9,4,0,0,0.000186,3,0.076104
4.643434,0.970000,0.621937,exp_open_timeout_9,3,0,0,0.000189,3,0.250470
4.856212,0.970000,0.784785,exp_open_timeout_9,4,0,0,0.000196,3,0.212778
4.895873,0.970000,0.818604,exp_open_timeout_9,4,0,0,0.000201,3,0.039661
5.261207,0.970000,0.996660,exp_open_timeout_9,6,0,0,0.000212,3,0.365334
5.302914,0.970000,0.658419,exp_open_timeout_9,5,0,0,0.000215,3,0.041707
5.531035,0.970000,0.804809,exp_open_timeout_9,8,0,0,0.000227,3,0.228121
5.740958,0.970000,0.879635,exp_open_timeout_9,9,0,0,0.000234,3,0.209924
5.804881,0.970000,0.691948,exp_open_timeout_9,8,0,0,0.000237,3,0.063923
5.831583,0.970000,0.640568,exp_open_timeout_9,8,0,0,0.000242,3,0.026702
5.872237,0.970000,0.633443,exp_open_timeout_9,9,0,0,0.000250,3,0.040653
6.149941,0.970000,0.824463,exp_open_timeout_9,13,0,0,0.000264,3,0.277704
6.273150,0.970000,0.809824,exp_open_timeout_9,16,0,0,0.000276,3,0.123209
6.572769,0.970000,1.073224,exp_open_timeout_9,19,0,0,0.000288,3,0.299618
6.628144,0.970000,1.125658,exp_open_timeout_9,18,0,0,0.000291,3,0.055375
6.852424,0.970000,1.306204,exp_open_timeout_9,20,0,0,0.000301,3,0.224280
6.906844,0.970000,1.299225,exp_open_timeout_9,20,0,0,0.000306,3,0.054420
7.042192,0.970000,1.226068,exp_open_timeout_9,20,0,0,0.000311,3,0.135348
7.073863,0.970000,1.215491,exp_open_timeout_9,21,0,0,0.000319,3,0.031671
7.082392,0.970000,1.211088,exp_open_timeout_9,20,0,0,0.000322,3,0.008529
7.422088,0.970000,1.528680,exp_open_timeout_9,22,0,0,0.000331,3,0.339697
7.463789,0.970000,1.449756,exp_open_timeout_9,21,0,0,0.000335,3,0.041701
7.584660,0.970000,1.558261,exp_open_timeout_9,22,0,0,0.000342,3,0.120871
7.683144,0.970000,1.655318,exp_open_timeout_9,21,0,0,0.000345,3,0.098484
7.834147,0.970000,1.703484,exp_open_timeout_9,20,0,0,0.000348,3,0.151004
7.995709,0.970000,1.827683,exp_open_timeout_9,20,0,0,0.000353,3,0.161562
7.996636,0.970000,1.820670,exp_open_timeout_9,19,0,0,0.000355,3,0.000926
8.034086,0.970000,1.824713,exp_open_timeout_9,18,0,0,0.000358,3,0.037450
8.215644,0.970000,1.987603,exp_open_timeout_9,18,0,0,0.000363,3,0.181558
8.230262,0.970000,1.882631,exp_open_timeout_9,17,0,0,0.000366,3,0.014617
8.320988,0.970000,1.904113,exp_open_timeout_9,17,0,0,0.000371,3,0.090727
8.528829,0.970000,2.105950,exp_open_timeout_9,19,0,0,0.000381,3,0.207840
8.614672,0.970000,2.119035,exp_open_timeout_9,18,0,0,0.000384,3,0.085843
8.619060,0.970000,1.944132,exp_open_timeout_9,18,0,0,0.000389,3,0.004389
8.683406,0.970000,2.003812,exp_open_timeout_9,18,0,0,0.000395,3,0.064345
8.856341,0.970000,2.035993,exp_open_timeout_9,17,0,0,0.000397,3,0.172936
8.965946,0.970000,2.113421,exp_open_timeout_9,17,0,0,0.000402,3,0.109605
9.083899,0.970000,2.059317,exp_open_timeout_9,17,0,0,0.000408,3,0.117952
9.122489,0.970000,2.058698,exp_open_timeout_9,16,0,0,0.000411,3,0.038591
9.219042,0.970000,2.148180,exp_open_timeout_9,16,0,0,0.000416,3,0.096553
9.230053,0.970000,2.070441,exp_open_timeout_9,15,0,0,0.000418,3,0.011010
9.257138,0.970000,1.981642,exp_open_timeout_9,14,0,0,0.000421,3,0.027086
9.268580,0.970000,1.922313,exp_open_timeout_9,13,0,0,0.000424,3,0.011442
9.405489,0.970000,1.875697,exp_open_timeout_9,14,0,0,0.000432,3,0.136908
10.051454,0.970000,2.508105,exp_open_timeout_9,18,0,0,0.000446,3,0.645965
10.133679,0.970000,2.278287,exp_open_timeout_9,17,0,0,0.000449,3,0.082225
10.220627,0.970000,2.151120,exp_open_timeout_9,16,0,0,0.000452,3,0.086948
10.222443,0.970000,1.960804,exp_open_timeout_9,15,0,0,0.000455,3,0.001817
10.471513,0.970000,2.130854,exp_open_timeout_9,20,0,0,0.000471,3,0.249070
10.502951,0.970000,2.055057,exp_open_timeout_9,20,0,0,0.000477,3,0.031437
10.511594,0.970000,2.008670,exp_open_timeout_9,19,0,0,0.000479,3,0.008643
10.521596,0.970000,1.903191,exp_open_timeout_9,19,0,0,0.000485,3,0.010002
