t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.086813,0.970000,0.086813,exp_open_timeout_9,0,0,0,0.000015,3,0.086813
0.292826,0.970000,0.026294,exp_open_timeout_9,0,0,0,0.000024,3,0.026294
0.685822,0.970000,0.241434,exp_open_timeout_9,1,0,0,0.000032,3,0.241434
0.970146,0.970000,0.305543,exp_open_timeout_9,1,0,0,0.000038,3,0.284324
1.023266,0.970000,0.314136,exp_open_timeout_9,0,0,0,0.000041,3,0.053120
1.149276,0.970000,0.087637,exp_open_timeout_9,1,0,0,0.000049,3,0.087637
1.207151,0.970000,0.065992,exp_open_timeout_9,2,0,0,0.000057,3,0.057875
1.256108,0.970000,0.077284,exp_open_timeout_9,1,0,0,0.000060,3,0.048957
1.297003,0.970000,0.112807,exp_open_timeout_9,1,0,0,0.000065,3,0.040895
1.302188,0.970000,0.031995,exp_open_timeout_9,0,0,0,0.000068,3,0.005185
1.377493,0.970000,0.014937,exp_open_timeout_9,1,0,0,0.000076,3,0.014937
1.439997,0.970000,0.075079,exp_open_timeout_9,0,0,0,0.000078,3,0.062504
1.662648,0.970000,0.159345,exp_open_timeout_9,2,0,0,0.000088,3,0.159345
1.721607,0.970000,0.148652,exp_open_timeout_9,1,0,0,0.000091,3,0.058958
1.979245,0.970000,0.393269,exp_open_timeout_9,0,0,0,0.000094,3,0.257638
2.019357,0.970000,0.029397,exp_open_timeout_9,0,0,0,0.000099,3,0.029397
2.312037,0.970000,0.267822,exp_open_timeout_9,2,0,0,0.000109,3,0.267822
2.669647,0.970000,0.551741,exp_open_timeout_9,3,0,0,0.000116,3,0.357610
2.685086,0.970000,0.391699,exp_open_timeout_9,2,0,0,0.000119,3,0.015439
2.712091,0.970000,0.107570,exp_open_timeout_9,1,0,0,0.000122,3,0.027006
2.729380,0.970000,0.107537,exp_open_timeout_9,0,0,0,0.000125,3,0.017289
2.961538,0.970000,0.030200,exp_open_timeout_9,0,0,0,0.000130,3,0.030200
3.398596,0.970000,0.272425,exp_open_timeout_9,1,0,0,0.000138,3,0.272425
3.511171,0.970000,0.157087,exp_open_timeout_9,1,0,0,0.000143,3,0.112574
