t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.032777,0.970000,0.032777,exp_open_timeout_9,0,0,0,0.000015,3,0.032777
0.133052,0.970000,0.010268,exp_open_timeout_9,0,0,0,0.000023,3,0.010268
0.256061,0.970000,0.048167,exp_open_timeout_9,1,0,0,0.000032,3,0.048167
0.353669,0.970000,0.118948,exp_open_timeout_9,2,0,0,0.000040,3,0.097608
0.416981,0.970000,0.151060,exp_open_timeout_9,1,0,0,0.000043,3,0.063313
0.529812,0.970000,0.195482,exp_open_timeout_9,0,0,0,0.000046,3,0.112831
0.804212,0.970000,0.155867,exp_open_timeout_9,0,0,0,0.000051,3,0.155867
0.997529,0.970000,0.039523,exp_open_timeout_9,0,0,0,0.000056,3,0.039523
1.787171,0.970000,0.452225,exp_open_timeout_9,6,0,0,0.000075,3,0.452225
1.953707,0.970000,0.554952,exp_open_timeout_9,5,0,0,0.000078,3,0.166535
1.967336,0.970000,0.526287,exp_open_timeout_9,4,0,0,0.000081,3,0.013629
2.233236,0.970000,0.701417,exp_open_timeout_9,4,0,0,0.000086,3,0.265900
2.384451,0.970000,0.646812,exp_open_timeout_9,5,0,0,0.000093,3,0.151216
2.557289,0.970000,0.800533,exp_open_timeout_9,5,0,0,0.000098,3,0.172837
2.558109,0.970000,0.796005,exp_open_timeout_9,4,0,0,0.000101,3,0.000820
2.641608,0.970000,0.449015,exp_open_timeout_9,5,0,0,0.000108,3,0.083499
2.720729,0.970000,0.478702,exp_open_timeout_9,4,0,0,0.000111,3,0.079121
2.808755,0.970000,0.529691,exp_open_timeout_9,4,0,0,0.000116,3,0.088026
2.832166,0.970000,0.308952,exp_open_timeout_9,3,0,0,0.000119,3,0.023411
2.861876,0.970000,0.263348,exp_open_timeout_9,3,0,0,0.000124,3,0.029710
2.890151,0.970000,0.250031,exp_open_timeout_9,2,0,0,0.000127,3,0.028276
2.892920,0.970000,0.137754,exp_open_timeout_9,1,0,0,0.000129,3,0.002769
2.958076,0.970000,0.122162,exp_open_timeout_9,1,0,0,0.000134,3,0.065157
3.081303,0.970000,0.148990,exp_open_timeout_9,2,0,0,0.000142,3,0.123226
3.091280,0.970000,0.091968,exp_open_timeout_9,2,0,0,0.000147,3,0.009978
3.117558,0.970000,0.104404,exp_open_timeout_9,1,0,0,0.000150,3,0.026278
3.163349,0.970000,0.077424,exp_open_timeout_9,0,0,0,0.000152,3,0.045791
3.357827,0.970000,0.083024,exp_open_timeout_9,2,0,0,0.000162,3,0.083024
3.600704,0.970000,0.320737,exp_open_timeout_9,5,0,0,0.000174,3,0.242876
3.756632,0.970000,0.459052,exp_open_timeout_9,7,0,0,0.000184,3,0.155929
3.760678,0.970000,0.397301,exp_open_timeout_9,6,0,0,0.000187,3,0.004046
3.906909,0.970000,0.516010,exp_open_timeout_9,5,0,0,0.000190,3,0.146231
4.429825,0.970000,0.888430,exp_open_timeout_9,10,0,0,0.000206,3,0.522916
4.525361,0.970000,0.955320,exp_open_timeout_9,9,0,0,0.000209,3,0.095535
