t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.031614,0.970000,0.031614,exp_open_timeout_9,1,0,0,0.000011,3,0.031614
0.070904,0.970000,0.060772,exp_open_timeout_9,1,0,0,0.000018,3,0.039290
0.223683,0.970000,0.158099,exp_open_timeout_9,1,0,0,0.000024,3,0.152780
0.264763,0.970000,0.167047,exp_open_timeout_9,0,0,0,0.000026,3,0.041080
0.451657,0.970000,0.019861,exp_open_timeout_9,0,0,0,0.000032,3,0.019861
0.574718,0.970000,0.023033,exp_open_timeout_9,1,0,0,0.000040,3,0.023033
0.661568,0.970000,0.106503,exp_open_timeout_9,2,0,0,0.000048,3,0.086850
0.688038,0.970000,0.087298,exp_open_timeout_9,2,0,0,0.000053,3,0.026470
0.781249,0.970000,0.177279,exp_open_timeout_9,1,0,0,0.000056,3,0.093211
0.887993,0.970000,0.205172,exp_open_timeout_9,2,0,0,0.000064,3,0.106744
1.166525,0.970000,0.376605,exp_open_timeout_9,2,0,0,0.000069,3,0.278532
1.264866,0.970000,0.384452,exp_open_timeout_9,2,0,0,0.000074,3,0.098341
1.281384,0.970000,0.131795,exp_open_timeout_9,2,0,0,0.000079,3,0.016518
1.607456,0.970000,0.362366,exp_open_timeout_9,4,0,0,0.000089,3,0.326071
1.703177,0.970000,0.431750,exp_open_timeout_9,3,0,0,0.000092,3,0.095722
1.832305,0.970000,0.481527,exp_open_timeout_9,4,0,0,0.000100,3,0.129128
1.863406,0.970000,0.371611,exp_open_timeout_9,3,0,0,0.000103,3,0.031101
1.887944,0.970000,0.363998,exp_open_timeout_9,3,0,0,0.000108,3,0.024538
1.890091,0.970000,0.155781,exp_open_timeout_9,2,0,0,0.000111,3,0.002146
2.273936,0.970000,0.509776,exp_open_timeout_9,2,0,0,0.000116,3,0.383845
2.317639,0.970000,0.431506,exp_open_timeout_9,1,0,0,0.000119,3,0.043703
2.362011,0.970000,0.308841,exp_open_timeout_9,0,0,0,0.000122,3,0.044372
2.400608,0.970000,0.028828,exp_open_timeout_9,0,0,0,0.000127,3,0.028828
2.617479,0.970000,0.037671,exp_open_timeout_9,0,0,0,0.000132,3,0.037671
2.801702,0.970000,0.097475,exp_open_timeout_9,2,0,0,0.000142,3,0.097475
2.820171,0.970000,0.111838,exp_open_timeout_9,2,0,0,0.000147,3,0.018469
2.956213,0.970000,0.202323,exp_open_timeout_9,4,0,0,0.000161,3,0.136042
3.051284,0.970000,0.242177,exp_open_timeout_9,7,0,0,0.000173,3,0.095071
3.188038,0.970000,0.339913,exp_open_timeout_9,8,0,0,0.000180,3,0.136753
3.288335,0.970000,0.435124,exp_open_timeout_9,8,0,0,0.000186,3,0.100297
3.419999,0.970000,0.513168,exp_open_timeout_9,8,0,0,0.000191,3,0.131665
3.724380,0.970000,0.767455,exp_open_timeout_9,10,0,0,0.000201,3,0.304381
3.727875,0.970000,0.700785,exp_open_timeout_9,9,0,0,0.000204,3,0.003495
4.000210,0.970000,0.966196,exp_open_timeout_9,11,0,0,0.000213,3,0.272335
4.041241,0.970000,0.999159,exp_open_timeout_9,10,0,0,0.000216,3,0.041031
4.089891,0.970000,1.025560,exp_open_timeout_9,10,0,0,0.000222,3,0.048649
4.239566,0.970000,1.163344,exp_open_timeout_9,10,0,0,0.000227,3,0.149675
4.286090,0.970000,1.038576,exp_open_timeout_9,10,0,0,0.000232,3,0.046524
4.411147,0.970000,1.055760,exp_open_timeout_9,9,0,0,0.000235,3,0.125057
