t,rho,service_time,name,qlen,retries,dropped,runtime,retries_left,job_size 
0.002014,0.970000,0.002014,exp_open_timeout_9,0,0,0,0.000010,3,0.002014
0.055892,0.970000,0.041066,exp_open_timeout_9,1,0,0,0.000021,3,0.041066
0.138981,0.970000,0.110433,exp_open_timeout_9,1,0,0,0.000027,3,0.083089
0.239631,0.970000,0.136934,exp_open_timeout_9,0,0,0,0.000030,3,0.100651
0.677066,0.970000,0.125002,exp_open_timeout_9,0,0,0,0.000036,3,0.125002
1.034399,0.970000,0.192296,exp_open_timeout_9,0,0,0,0.000041,3,0.192296
1.631368,0.970000,0.297086,exp_open_timeout_9,4,0,0,0.000056,3,0.297086
1.667240,0.970000,0.325065,exp_open_timeout_9,3,0,0,0.000059,3,0.035872
1.821318,0.970000,0.468178,exp_open_timeout_9,3,0,0,0.000065,3,0.154078
1.853111,0.970000,0.290666,exp_open_timeout_9,2,0,0,0.000067,3,0.031793
1.929368,0.970000,0.344286,exp_open_timeout_9,2,0,0,0.000073,3,0.076257
2.053843,0.970000,0.290991,exp_open_timeout_9,1,0,0,0.000076,3,0.124475
2.217131,0.970000,0.297529,exp_open_timeout_9,1,0,0,0.000081,3,0.163288
2.236476,0.970000,0.022764,exp_open_timeout_9,1,0,0,0.000086,3,0.019345
2.287816,0.970000,0.062784,exp_open_timeout_9,2,0,0,0.000094,3,0.051341
2.324929,0.970000,0.059310,exp_open_timeout_9,1,0,0,0.000097,3,0.037112
2.369011,0.970000,0.088046,exp_open_timeout_9,0,0,0,0.000099,3,0.044082
2.555683,0.970000,0.148163,exp_open_timeout_9,0,0,0,0.000105,3,0.148163
2.665500,0.970000,0.082115,exp_open_timeout_9,0,0,0,0.000110,3,0.082115
2.891733,0.970000,0.067095,exp_open_timeout_9,1,0,0,0.000117,3,0.067095
2.957966,0.970000,0.070113,exp_open_timeout_9,0,0,0,0.000120,3,0.066233
3.214790,0.970000,0.210597,exp_open_timeout_9,4,0,0,0.000134,3,0.210597
3.428502,0.970000,0.341253,exp_open_timeout_9,6,0,0,0.000144,3,0.213712
3.505501,0.970000,0.371396,exp_open_timeout_9,5,0,0,0.000147,3,0.076999
3.779120,0.970000,0.591095,exp_open_timeout_9,7,0,0,0.000157,3,0.273620
3.965159,0.970000,0.764432,exp_open_timeout_9,7,0,0,0.000162,3,0.186039
4.178181,0.970000,0.864531,exp_open_timeout_9,7,0,0,0.000168,3,0.213021
4.395524,0.970000,1.038549,exp_open_timeout_9,6,0,0,0.000171,3,0.217343
4.418004,0.970000,0.995172,exp_open_timeout_9,5,0,0,0.000173,3,0.022480
4.460920,0.970000,0.865902,exp_open_timeout_9,4,0,0,0.000176,3,0.042916
4.480784,0.970000,0.850313,exp_open_timeout_9,3,0,0,0.000179,3,0.019864
4.543722,0.970000,0.777103,exp_open_timeout_9,3,0,0,0.000185,3,0.062938
4.647994,0.970000,0.800594,exp_open_timeout_9,2,0,0,0.000187,3,0.104272
4.713768,0.970000,0.649680,exp_open_timeout_9,2,0,0,0.000193,3,0.065773
4.730024,0.970000,0.231097,exp_open_timeout_9,1,0,0,0.000196,3,0.016256
4.903179,0.970000,0.205348,exp_open_timeout_9,1,0,0,0.000201,3,0.173156
5.087679,0.970000,0.281571,exp_open_timeout_9,1,0,0,0.000206,3,0.184500
5.150946,0.970000,0.234064,exp_open_timeout_9,1,0,0,0.000211,3,0.063267
5.228737,0.970000,0.081829,exp_open_timeout_9,2,0,0,0.000218,3,0.077791
5.259339,0.970000,0.064519,exp_open_timeout_9,1,0,0,0.000221,3,0.030602
5.266847,0.970000,0.061464,exp_open_timeout_9,0,0,0,0.000224,3,0.007508
5.413217,0.970000,0.085055,exp_open_timeout_9,2,0,0,0.000234,3,0.085055
5.463354,0.970000,0.125438,exp_open_timeout_9,2,0,0,0.000239,3,0.050137
5.839986,0.970000,0.434208,exp_open_timeout_9,3,0,0,0.000247,3,0.376632
5.982180,0.970000,0.545508,exp_open_timeout_9,4,0,0,0.000255,3,0.142194
6.018343,0.970000,0.447945,exp_open_timeout_9,3,0,0,0.000258,3,0.036163
6.182070,0.970000,0.610964,exp_open_timeout_9,4,0,0,0.000265,3,0.163727
6.204504,0.970000,0.363433,exp_open_timeout_9,3,0,0,0.000268,3,0.022435
6.210068,0.970000,0.347446,exp_open_timeout_9,2,0,0,0.000275,3,0.005564
6.221675,0.970000,0.195839,exp_open_timeout_9,1,0,0,0.000278,3,0.011607
6.329980,0.970000,0.209921,exp_open_timeout_9,3,0,0,0.000288,3,0.108305
6.453799,0.970000,0.196120,exp_open_timeout_9,3,0,0,0.000293,3,0.123819
6.521961,0.970000,0.241062,exp_open_timeout_9,2,0,0,0.000296,3,0.068162
6.563216,0.970000,0.271276,exp_open_timeout_9,1,0,0,0.000299,3,0.041255
6.610384,0.970000,0.176993,exp_open_timeout_9,0,0,0,0.000302,3,0.047168
6.630942,0.970000,0.005030,exp_open_timeout_9,0,0,0,0.000307,3,0.005030
7.073865,0.970000,0.025080,exp_open_timeout_9,2,0,0,0.000317,3,0.025080
7.077702,0.970000,0.024293,exp_open_timeout_9,1,0,0,0.000320,3,0.003837
7.267340,0.970000,0.207838,exp_open_timeout_9,4,0,0,0.000332,3,0.189638
7.276186,0.970000,0.137510,exp_open_timeout_9,3,0,0,0.000335,3,0.008846
7.375523,0.970000,0.174239,exp_open_timeout_9,3,0,0,0.000340,3,0.099337
7.531355,0.970000,0.318331,exp_open_timeout_9,3,0,0,0.000345,3,0.155832
7.747242,0.970000,0.503888,exp_open_timeout_9,2,0,0,0.000348,3,0.215887
7.826020,0.970000,0.466723,exp_open_timeout_9,3,0,0,0.000355,3,0.078778
